tilt,pan,total_images,true_positives,false_positives,false_negatives,precision,recall,f1_score,accuracy,conf_threshold,scale
-90,0,30,11,0,19,1.0000,0.3667,0.5366,0.3667,0.9,64
-60,-90,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,64
-60,-75,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-60,-60,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-60,-45,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-60,-30,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-60,-15,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,64
-60,0,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,64
-60,15,30,24,0,6,1.0000,0.8000,0.8889,0.8000,0.9,64
-60,30,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,64
-60,45,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,64
-60,60,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,64
-60,75,30,26,0,4,1.0000,0.8667,0.9286,0.8667,0.9,64
-60,90,30,25,0,5,1.0000,0.8333,0.9091,0.8333,0.9,64
-30,-90,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-30,-75,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-30,-60,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-30,-45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-30,-30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-30,-15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-30,0,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-30,15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-30,30,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-30,45,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,64
-30,60,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,64
-30,75,30,27,0,3,1.0000,0.9000,0.9474,0.9000,0.9,64
-30,90,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,64
-15,-90,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,64
-15,-75,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,-60,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,-45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,-30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,-15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,0,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
-15,60,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-15,75,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
-15,90,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
0,-90,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,-75,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,-60,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,-45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,-30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,-15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,0,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
0,60,30,29,0,1,1.0000,0.9667,0.9831,0.9667,0.9,64
0,75,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,64
0,90,30,28,0,2,1.0000,0.9333,0.9655,0.9333,0.9,64
15,-90,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
15,-75,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
15,-60,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
15,-45,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
15,-30,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
15,-15,30,30,0,0,1.0000,1.0000,1.0000,1.0000,0.9,64
